invoice_id,first_name,last_name,state,rank_by_state,zip,check_in,bedrooms,weekly_rate,rent_discount,total_sale,sum_total,parking,mgmt_discount,pool_access,repeat_customer,year,currency,address,city,county,customer_phone,personal_email,customer_id
518-931-7852,Herman,Demesa,NY,22.5,12180,2021-10-8,2,1030,0.85,2500,4405.5,True,True,False,False,2021,USD,24 Norristown Rd,Troy,Rensselaer,518-497-2940,hdemesa@cox.net,A00126
570-469-8401,Rory,Pierce,PA,3.5,18411,2021-6-18,2,1470,0.85,3500,6219.5,True,True,True,False,2021,USD,83 County Road 437 #8581,Clarks Summit,Lackawanna,570-867-7489,rpierce@cox.net,A00127
973-818-9788,Talia,Ford,NJ,11.0,7050,2021-4-29,1,1280,0.85,4500,6868.0,True,True,False,True,2021,USD,463 N Harlem Ave #9,Orange,Essex,973-245-2133,talia_ford@aol.com,A00128
908-448-1209,Angelia,Shire,NJ,30.0,8867,2021-4-24,1,670,0.0,5500,6170.0,True,False,False,True,2021,USD,9131 J St,Pittstown,Hunterdon,908-409-2890,angelia.shire@shire.com,A00129
321-632-4668,Lucina,Lary,FL,12.5,32922,2021-6-27,1,1210,0.0,5500,6710.0,True,False,False,False,2021,USD,8597 W National Ave,Cocoa,Brevard,321-749-4981,lucina_lary@cox.net,A00130
718-478-8568,Bella,Isaacs,NY,22.5,10468,2021-10-17,3,1030,0.85,2500,4405.5,True,True,True,False,2021,USD,897 Gilson St,Bronx,Bronx,718-809-3762,bella.isaacs@aol.com,A00131
326-696-2777,Rory,Gibes,CA,64.0,91776,2021-3-3,3,630,0.0,4500,5130.0,True,False,True,False,2021,USD,649 W Belmont Ave,San Gabriel,Los Angeles,326-572-1096,rory_gibes@gmail.com,A00132
808-526-5863,Rolande,Spickerman,HI,1.0,96782,2021-2-22,1,1140,0.0,3500,4640.0,True,False,False,False,2021,USD,65 W Maple Ave,Pearl City,Honolulu,808-315-3077,rolande.spickerman@aol.com,A00133
303-692-3118,Howard,Paulas,CO,9.0,80231,2021-10-28,2,530,0.85,6500,7480.5,True,True,False,True,2021,USD,866 34th Ave,Denver,Denver,303-623-4241,hpaulas@gmail.com,A00134
973-225-6259,Kimbery,Madarang,NJ,10.0,7866,2021-2-14,3,1340,0.85,4500,6979.0,True,True,True,True,2021,USD,798 Lund Farm Way,Rockaway,Morris,973-310-1634,kimbery_madarang@cox.net,A00135
609-234-8376,Thurman,Manno,NJ,12.0,8201,2021-7-2,1,1240,0.0,2500,3740.0,True,False,False,True,2021,USD,9387 Charcot Ave,Absecon,Atlantic,609-524-3586,thurman.manno@yahoo.com,A00136
908-426-8272,Becky,Eldridge,NJ,7.0,7062,2021-2-1,1,1450,0.85,3500,6182.5,True,True,False,False,2021,USD,30553 Washington Rd,Plainfield,Union,908-877-8409,becky_eldridge@mirafuentes.com,A00137
508-315-3867,Beatriz,Corrington,MA,8.0,2346,2021-2-6,2,660,0.0,3500,4160.0,False,False,True,False,2021,USD,481 W Lemon St,Middleboro,Plymouth,508-584-4279,beatriz@yahoo.com,A00138
773-539-1058,Marti,Maybury,IL,5.0,60638,2021-1-8,2,1310,0.85,6500,8923.5,True,True,False,True,2021,USD,90 Warehouse Point Rd #7,Chicago,Cook,773-775-4522,marti.maybury@yahoo.com,A00139
503-455-3094,Nieves,Gotter,OR,2.0,97202,2021-3-5,3,920,0.0,5500,6420.0,True,False,False,True,2021,USD,4940 Pulaski Park Dr,Portland,Multnomah,503-527-5274,nieves_gotter@gmail.com,A00140
214-225-5850,Leatha,Hagele,TX,34.5,75227,2021-11-14,1,820,0.0,5500,6320.0,True,False,True,True,2021,USD,627 Walford Ave,Dallas,Dallas,214-339-1809,lhagele@cox.net,A00141
312-512-2338,Valentin,Klimek,IL,18.0,60604,2021-4-6,1,530,0.0,5500,6030.0,True,False,True,False,2021,USD,137 Pioneer Way,Chicago,Cook,312-303-5453,vklimek@klimek.org,A00142
419-254-4591,Melissa,Wiklund,OH,8.0,45840,2021-1-19,3,840,0.0,5500,6340.0,True,False,True,True,2021,USD,912 Stoneridge #835,Findlay,Hancock,419-939-3613,melissa@cox.net,A00143
951-248-6822,Sheridan,Zane,CA,22.0,92501,2021-8-13,1,1290,0.0,4500,5790.0,True,False,False,True,2021,USD,2409 Alabama Rd,Riverside,Riverside,951-645-3605,sheridan.zane@zane.com,A00144
254-816-8417,Kim,David,TX,14.0,76707,2021-10-8,1,1280,0.0,5500,6780.0,True,False,False,False,2021,USD,8927 Vandever Ave,Waco,McLennan,254-463-4368,kim_david@hotmail.com,A00145
615-448-9249,Audra,Kohnert,TN,8.0,37211,2021-5-17,3,730,0.0,4500,5230.0,False,False,True,True,2021,USD,134 Lewis Rd,Nashville,Davidson,615-406-7854,audra@kohnert.com,A00146
345-279-3793,Jenna,Fern,WY,1.0,82901,2021-9-28,1,1210,0.85,3500,5738.5,True,True,False,False,2021,USD,457 University Ave,Rock Springs,Sweetwater,345-704-8713,jenna.fern@hotmail.com,A00147
414-838-3151,Daren,Weirather,WI,4.0,53216,2021-8-24,2,1170,0.0,3500,4670.0,True,False,True,False,2021,USD,35 N College Ave #3,Milwaukee,Milwaukee,414-959-2540,dweirather@aol.com,A00148
410-724-6472,Fernanda,Jillson,MD,4.0,21655,2021-5-9,1,1430,0.85,5500,8145.5,True,True,False,True,2021,USD,60480 Old Us Highway 51,Preston,Caroline,410-387-5260,fjillson@aol.com,A00149
972-821-7118,Gearldine,Gellinger,TX,23.0,75061,2021-3-21,1,1100,0.0,2500,3600.0,True,False,False,False,2021,USD,39 Bloomfield Ave,Irving,Dallas,972-934-6914,gellinger@gellinger.com,A00150
310-969-7230,Chau,Kitzman,CA,21.0,90212,2021-10-11,1,1300,0.0,3500,4800.0,True,False,True,True,2021,USD,429 Tiger Ln,Beverly Hills,Los Angeles,310-560-8022,chau@gmail.com,A00151
516-357-3362,Theola,Frey,NY,1.0,11758,2021-7-15,2,1490,0.0,4500,5990.0,True,False,True,False,2021,USD,4169 N Main St,Massapequa,Nassau,516-948-5768,theola_frey@frey.com,A00152
609-263-9243,Cheryl,Haroldson,NJ,8.5,8401,2021-10-16,1,1430,0.0,4500,5930.0,True,False,False,True,2021,USD,92 Main St,Atlantic City,Atlantic,609-518-7697,cheryl@haroldson.org,A00153
513-418-1566,Laticia,Merced,OH,12.0,45203,2021-11-1,2,690,0.0,4500,5190.0,True,False,False,False,2021,USD,72 Mannix Dr,Cincinnati,Hamilton,513-508-7371,lmerced@gmail.com,A00154
541-801-5717,Carissa,Batman,OR,1.0,97401,2021-1-14,2,1420,0.0,5500,6920.0,True,False,False,False,2021,USD,2270 Caton Center Dr,Eugene,Lane,541-326-4074,carissa.batman@yahoo.com,A00155
919-885-2453,Lezlie,Navaro,NC,9.0,27577,2021-4-7,3,1100,0.85,2500,4535.0,True,True,False,False,2021,USD,749 W 18th St #45,Smithfield,Johnston,919-533-3762,lezlie_navaro@aol.com,A00156
212-880-8865,Ozell,Shealy,NY,11.5,10002,2021-7-24,2,1220,0.85,4500,6757.0,True,True,True,True,2021,USD,812 Industry Ln,New York,New York,212-332-8435,oshealy@hotmail.com,A00157
602-277-3025,Arminda,Parvis,AZ,1.0,85017,2021-4-15,2,1430,0.0,2500,3930.0,True,False,True,True,2021,USD,521 Huntwood Ave,Phoenix,Maricopa,602-906-9419,arminda@hotmail.com,A00158
317-787-5514,Reita,Leto,IN,8.0,46240,2021-1-25,3,740,0.0,6500,7240.0,False,False,False,False,2021,USD,5262 N French Rd,Indianapolis,Marion,317-234-1135,reita.leto@gmail.com,A00159
315-640-6357,Yolando,Luczki,NY,3.0,13214,2021-10-23,2,1470,0.0,3500,4970.0,True,False,False,False,2021,USD,422 E 21st St,Syracuse,Onondaga,315-304-4759,yolando@cox.net,A00160
856-702-3676,Lizette,Stem,NJ,22.0,8002,2021-1-1,1,890,0.85,6500,8146.5,True,True,False,False,2021,USD,501 N 19th Ave,Cherry Hill,Camden,856-487-5412,lizette.stem@aol.com,A00161
516-376-4230,Gregoria,Pawalo,NY,18.0,11530,2021-3-5,2,1120,0.85,2500,4572.0,True,True,True,True,2021,USD,455 N Main Ave,Garden City,Nassau,516-212-1915,gpawalo@yahoo.com,A00162
501-409-6072,Carin,Deleo,AR,1.0,72202,2021-5-22,3,950,0.85,4500,6257.5,True,True,True,True,2021,USD,1844 Southern Blvd,Little Rock,Pulaski,501-308-1040,cdeleo@deleo.com,A00163
651-776-9688,Chantell,Katz,MN,8.0,55101,2021-8-21,3,870,0.0,5500,6370.0,True,False,False,True,2021,USD,2023 Greg St,Saint Paul,Ramsey,651-591-2583,katzch@yahoo.com,A00164
215-346-4666,Dierdre,King,PA,17.0,19134,2021-10-16,3,1020,0.0,5500,6520.0,True,False,False,False,2021,USD,63381 Jenks Ave,Philadelphia,Philadelphia,215-325-3042,king.d@yahoo.com,A00165
985-261-5783,Larae,Gudroe,LA,7.0,70360,2021-5-20,1,510,0.0,4500,5010.0,False,False,True,True,2021,USD,651 Municipal Rd,Houma,Terrebonne,985-890-7262,larae_gudroe@gmail.com,A00166
631-998-2102,Latrice,Van,NY,41.0,11779,2021-2-25,1,500,0.0,2500,3000.0,True,False,False,False,2021,USD,481 Norris Ave #525,Ronkonkoma,Suffolk,631-957-7624,latrice_van@hotmail.com,A00167
916-770-7448,Kerry,Nelson,CA,33.0,95827,2021-1-22,2,1100,0.85,2500,4535.0,True,True,False,True,2021,USD,6916 W Main St,Sacramento,Sacramento,916-591-3277,kerry.nelson@gmail.com,A00168
208-690-3315,Dorthy,Poletto,ID,1.0,83704,2021-9-18,1,1470,0.0,6500,7970.0,True,False,True,True,2021,USD,9635 S Main St,Boise,Ada,208-649-2373,dorthy_poletto@yahoo.com,A00169
512-528-9933,Fannie,Lungren,TX,33.0,78664,2021-7-15,1,830,0.85,6500,8035.5,True,True,False,False,2021,USD,237 Coldwell St,Round Rock,Williamson,512-587-5746,fannie.lungren@yahoo.com,A00170
215-417-5612,Evangelina,Radde,PA,3.5,19123,2021-2-28,1,1470,0.0,4500,5970.0,True,False,True,True,2021,USD,992 Civic Center Dr,Philadelphia,Philadelphia,215-964-3284,evangelina@aol.com,A00171
808-746-1865,Novella,Degroot,HI,2.0,96720,2021-8-20,3,1060,0.0,6500,7560.0,True,False,False,False,2021,USD,303 N Radcliffe St,Hilo,Hawaii,808-477-4775,novella_degroot@degroot.org,A00172
775-848-9135,Clay,Hoa,NV,3.0,89502,2021-1-26,3,850,0.85,3500,5072.5,False,True,False,False,2021,USD,73 Saint Ann St #86,Reno,Washoe,775-501-8109,choa@hoa.org,A00173
847-800-3054,Jennifer,Fallick,IL,3.0,60090,2021-2-11,3,1420,0.0,3500,4920.0,True,False,True,True,2021,USD,44 58th St,Wheeling,Cook,847-979-9545,jfallick@yahoo.com,A00174
973-868-8660,Irma,Wolfgramm,NJ,37.0,7869,2021-10-27,3,580,0.85,5500,6573.0,True,True,True,True,2021,USD,9745 W Main St,Randolph,Morris,973-545-7355,irma.wolfgramm@hotmail.com,A00175
864-594-4578,Eun,Coody,SC,1.0,29301,2021-1-20,1,1420,0.0,4500,5920.0,True,False,False,False,2021,USD,84 Bloomfield Ave,Spartanburg,Spartanburg,864-256-3620,eun@yahoo.com,A00176
410-863-8263,Sylvia,Berg,MD,13.0,21074,2021-11-12,3,800,0.0,3500,4300.0,True,False,False,False,2021,USD,287 Youngstown Warren Rd,Hampstead,Carroll,410-209-9545,sylvia_berg@aol,A00177
914-796-3775,Nana,Wrinkles,NY,31.0,10553,2021-2-28,1,870,0.85,6500,8109.5,True,True,True,False,2021,USD,87 Van Buren St,Mount Vernon,Westchester,914-855-2115,nana@aol.com,A00178
212-253-7448,Layla,Springe,NY,29.0,10011,2021-4-11,3,920,0.0,4500,5420.0,False,False,True,False,2021,USD,229 N Forty Driv,New York,New York,212-260-3151,layla.springe@cox.net,A00179
510-942-5916,Joesph,Degonia,CA,47.0,94710,2021-3-14,1,860,0.0,3500,4360.0,False,False,False,False,2021,USD,2887 Knowlton St #5435,Berkeley,Alameda,510-677-9785,joesph_degonia@degonia.org,A00180
978-289-7717,Annabelle,Haber,MA,4.0,1742,2021-5-9,3,1010,0.85,4500,6368.5,True,True,False,False,2021,USD,523 Marquette Ave,Concord,Middlesex,978-697-6263,annabelle.haber@cox.net,A00181
415-712-9530,Stephaine,Vinning,CA,8.5,94104,2021-8-14,3,1430,0.0,3500,4930.0,True,False,False,False,2021,USD,3717 Hamann Industrial Pky,San Francisco,San Francisco,415-767-6596,stephaine@cox.net,A00182
201-247-8925,Nelida,Sawchuk,MO,3.0,63113,2021-2-4,1,1150,0.85,3500,5627.5,True,True,False,False,2021,USD,1620 Union Blvd,Saint Louis,Saint Louis,201-971-1638,nelida@gmail.com,A00183
925-541-8521,Marguerita,Hiatt,CA,45.0,94561,2021-1-4,1,910,0.85,3500,5183.5,True,True,False,True,2021,USD,82 N Highway 67,Oakley,Contra Costa,925-634-7158,marguerita.hiatt@gmail.com,A00184
773-297-9391,Carmela,Spark,IL,16.0,60623,2021-4-16,2,630,0.0,5500,6130.0,False,False,False,True,2021,USD,123 Murfreesboro Rd,Chicago,Cook,773-494-4195,spark-carmela@yahoo.com,A00185
973-582-5469,Junita,Brideau,NJ,24.0,7009,2021-6-8,1,870,0.0,3500,4370.0,True,False,False,False,2021,USD,28 Broadway St,Cedar Grove,Essex,973-943-3423,jbrideau@aol.com,A00186
419-573-2033,Claribel,Varriano,OH,13.0,43551,2021-7-16,2,650,0.85,5500,6702.5,False,True,True,True,2021,USD,34 Harry L Dr #6327,Perrysburg,Wood,419-544-4900,claribel_varriano@cox.net,A00187
310-694-8466,Benton,Skursky,CA,48.0,90248,2021-7-5,3,820,0.0,4500,5320.0,False,False,False,False,2021,USD,7939 Porter Ave,Gardena,Los Angeles,310-579-2907,benton.skursky@aol.com,A00188
352-990-5946,Hillary,Skulski,FL,35.0,34448,2021-2-27,2,850,0.0,6500,7350.0,False,False,False,False,2021,USD,9 Wales Rd Ne #914,Homosassa,Citrus,352-242-2570,hillary.skulski@aol.com,A00189
408-346-2180,Merilyn,Bayless,CA,49.0,95054,2021-8-18,1,810,0.85,2500,3998.5,False,True,False,False,2021,USD,20 Fleetwood Av,Santa Clara,Santa Clara,408-758-5015,merilyn_bayless@cox.net,A00190
570-355-1665,Teri,Ennaco,PA,2.0,18201,2021-10-24,1,1480,0.85,2500,5238.0,True,True,False,True,2021,USD,99 Tank Farm Rd,Hazleton,Luzerne,570-889-5187,tennaco@gmail.com,A00191
201-858-9960,Merlyn,Lawler,NJ,14.0,7304,2021-10-2,2,1070,0.0,6500,7570.0,True,False,True,True,2021,USD,4671 Alemany Blvd,Jersey City,Hudson,201-588-7810,merlyn_lawler@hotmail.com,A00192
925-943-3449,Georgene,Zuma,CA,46.0,94583,2021-8-4,2,870,0.0,3500,4370.0,False,False,True,False,2021,USD,98 University Dr,San Ramon,Contra Costa,925-615-5185,gzuma@cox.net,A00193
908-602-5258,Jettie,Mconnell,NJ,8.5,8807,2021-8-22,2,1430,0.0,4500,5930.0,True,False,True,True,2021,USD,50 E Wacker Dr,Bridgewater,Somerset,908-802-3564,jmconnell@hotmail.com,A00194
631-291-4976,Lemuel,Latzke,NY,2.0,11716,2021-9-8,1,1480,0.0,4500,5980.0,True,False,True,True,2021,USD,70 Euclid Ave 722,Bohemia,Suffolk,631-748-6479,lemuel.latzke@gmail.com,A00195
805-810-8964,Melodie,Knipp,CA,59.0,91362,2021-10-2,1,670,0.0,4500,5170.0,False,False,True,True,2021,USD,326 E Main St 6496,Thousand Oaks,Ventura,805-690-1682,mknipp@gmail.com,A00196
908-943-6103,Candida,Corbley,NJ,25.5,8876,2021-8-21,3,840,0.0,3500,4340.0,True,False,True,True,2021,USD,406 Main St,Somerville,Somerset,908-275-8357,candida_corbley@hotmail.com,A00197
503-707-5812,Karan,Karpin,OR,4.0,97005,2021-9-17,3,580,0.0,2500,3080.0,False,False,True,False,2021,USD,43 Elmwood Dr,Beaverton,Washington,503-940-8327,karan_karpin@gmail.com,A00198
503-950-3068,Andra,Scheyer,OR,3.0,97302,2021-4-19,1,880,0.0,2500,3380.0,True,False,True,True,2021,USD,473 Church St,Salem,Marion,503-516-2189,andra@gmail.com,A00199
856-828-6021,Felicidad,Poullion,NJ,13.0,8077,2021-2-8,2,1180,0.0,5500,6680.0,True,False,False,False,2021,USD,939 N 14th St,Riverton,Burlington,856-305-9731,fpoullion@poullion.com,A00200
770-802-4003,Belen,Strassner,GA,9.0,30135,2021-4-19,3,650,0.0,5500,6150.0,False,False,False,True,2021,USD,5384 Southwyck Blvd,Douglasville,Douglas,770-507-8791,belen_strassner@aol.com,A00201
904-627-4341,Gracia,Melnyk,FL,40.0,32216,2021-7-21,3,760,0.0,5500,6260.0,False,False,True,False,2021,USD,97 Airport Loop Dr,Jacksonville,Duval,904-235-3633,gracia@melnyk.com,A00202
207-233-6185,Jolanda,Hanafan,ME,2.0,4401,2021-1-18,1,600,0.85,4500,5610.0,False,True,False,False,2021,USD,7855 Nolan Rd,Bangor,Penobscot,207-458-9196,jhanafan@gmail.com,A00203
817-577-6151,Barrett,Toyama,TX,28.0,76060,2021-5-19,3,940,0.0,4500,5440.0,False,False,False,True,2021,USD,252 N Washington Ave #9,Kennedale,Tarrant,817-765-5781,barrett.toyama@toyama.org,A00204
716-854-9845,Helga,Fredicks,NY,9.0,14228,2021-11-1,1,1330,0.0,2500,3830.0,True,False,True,False,2021,USD,2754 S Ash Ave,Buffalo,Erie,716-752-4114,helga_fredicks@yahoo.com,A00205
305-857-5489,Ashlyn,Pinilla,FL,10.0,33054,2021-4-1,3,1290,0.85,5500,7886.5,True,True,True,False,2021,USD,703 Beville Rd,Opa Locka,Miami-Dade,305-670-9628,apinilla@cox.net,A00206
212-778-3063,Fausto,Agramonte,NY,20.0,10038,2021-2-23,3,1050,0.0,5500,6550.0,True,False,False,False,2021,USD,5 Harrison Rd,New York,New York,212-313-1783,fausto_agramonte@yahoo.com,A00207
215-511-3531,Ronny,Caiafa,PA,25.0,19103,2021-9-7,1,830,0.0,4500,5330.0,False,False,False,True,2021,USD,73 Southern Blvd,Philadelphia,Philadelphia,215-605-7570,ronny.caiafa@caiafa.org,A00208
850-330-8079,Marge,Limmel,FL,28.0,32536,2021-10-23,3,1040,0.85,3500,5424.0,True,True,True,False,2021,USD,189 Village Park Rd,Crestview,Okaloosa,850-430-1663,marge@gmail.com,A00209
415-874-2984,Norah,Waymire,CA,65.0,94107,2021-5-9,2,590,0.0,6500,7090.0,True,False,False,False,2021,USD,35 Middlegate Rd #106,San Francisco,San Francisco,415-306-7897,norah.waymire@gmail.com,A00210
408-425-1994,Aliza,Baltimor,CA,27.0,95132,2021-1-21,1,1160,0.0,6500,7660.0,True,False,True,True,2021,USD,1128 Delaware St,San Jose,Santa Clara,408-504-3552,aliza@aol.com,A00211
650-960-1069,Mozell,Pelkowski,CA,66.0,94080,2021-6-29,2,550,0.0,6500,7050.0,False,False,True,False,2021,USD,577 Parade St,San Francisco,San Mateo,650-947-1215,mpelkowski@pelkowski.org,A00212
818-481-5787,Viola,Bitsuie,CA,53.5,91325,2021-11-2,2,760,0.0,6500,7260.0,True,False,True,True,2021,USD,70 Mechanic St,Northridge,Los Angeles,818-864-4875,viola@gmail.com,A00213
215-483-3003,Franklyn,Emard,PA,28.0,19103,2021-9-15,1,720,0.0,5500,6220.0,True,False,False,False,2021,USD,4379 Highway 116,Philadelphia,Philadelphia,215-558-8189,femard@emard.com,A00214
337-774-7564,Tom,Konopacki,LA,4.0,70506,2021-10-17,1,870,0.0,6500,7370.0,False,False,False,False,2021,USD,55 Hawthorne Blvd,Lafayette,Lafayette,337-253-8384,tom_konopacki@konopacki.org,A00215
313-390-7855,Beckie,Silvestrini,MI,4.0,48126,2021-11-22,3,1060,0.0,3500,4560.0,True,False,False,False,2021,USD,7116 Western Ave,Dearborn,Wayne,313-533-4884,beckie.silvestrini@silvestrini.com,A00216
512-693-8345,Rebecka,Gesick,TX,10.0,78754,2021-8-12,2,1320,0.0,4500,5820.0,True,False,True,False,2021,USD,2026 N Plankinton Ave #3,Austin,Travis,512-213-8574,rgesick@gesick.org,A00217
214-529-1949,Frederica,Blunt,TX,36.5,75207,2021-3-7,3,790,0.0,4500,5290.0,True,False,False,False,2021,USD,9586 Main St,Dallas,Dallas,214-428-2285,frederica_blunt@gmail.com,A00218
206-389-1482,Glen,Bartolet,WA,2.0,98070,2021-3-22,2,1090,0.0,2500,3590.0,True,False,False,True,2021,USD,739 Hudson St,Vashon,King,206-697-5796,glen_bartolet@hotmail.com,A00219
610-752-2683,Freeman,Gochal,PA,15.0,19320,2021-11-19,1,1110,0.0,2500,3610.0,True,False,False,False,2021,USD,383 Gunderman Rd #197,Coatesville,Chester,610-476-3501,freeman_gochal@aol.com,A00220
215-829-4221,Vincent,Conerly,PA,12.0,19143,2021-11-14,1,1200,0.0,5500,6700.0,True,False,False,False,2021,USD,44 Main St,Philadelphia,Philadelphia,215-372-1718,vincent_conerly@hotmail.com,A00221
310-499-4200,Rima,Bevelar,CA,14.0,90248,2021-4-10,1,1410,0.0,4500,5910.0,True,False,True,False,2021,USD,2972 Lafayette Ave,Gardena,Los Angeles,310-858-5079,rima@cox.net,A00222
707-881-3154,Glendora,Sarbacher,CA,23.0,94928,2021-3-7,2,1260,0.0,3500,4760.0,True,False,False,False,2021,USD,2140 Diamond Blvd,Rohnert Park,Sonoma,707-653-8214,gsarbacher@gmail.com,A00223
407-945-8566,Avery,Steier,FL,49.0,32803,2021-9-7,1,510,0.0,2500,3010.0,True,False,False,True,2021,USD,93 Redmond Rd #492,Orlando,Orange,407-808-9439,avery@cox.net,A00224
760-465-4762,Cristy,Lother,CA,32.0,92025,2021-4-14,3,1130,0.85,6500,8590.5,True,True,True,True,2021,USD,3989 Portage Av,Escondido,San Diego,760-971-4322,cristy@lother.com,A00225
508-504-6388,Nicolette,Brossart,MA,5.0,1581,2021-8-19,2,940,0.85,3500,5239.0,True,True,True,True,2021,USD,654 Midway Rd,Westborough,Worcester,508-837-9230,nicolette_brossart@brossart.com,A00226
936-988-8171,Tracey,Modzelewski,TX,42.0,77301,2021-7-22,3,590,0.0,6500,7090.0,False,False,False,False,2021,USD,7132 Suset Blvd,Conroe,Montgomery,936-264-9294,tracey@hotmail.com,A00227
414-411-5744,Virgina,Tegarden,WI,11.0,53226,2021-9-28,1,680,0.85,5500,6758.0,False,True,True,False,2021,USD,755 Harbor Way,Milwaukee,Milwaukee,414-214-8697,virgina_tegarden@tegarden.com,A00228
626-638-4241,Tiera,Frankel,CA,18.0,91731,2021-8-19,1,1380,0.0,2500,3880.0,True,False,True,True,2021,USD,87 Sierra Rd,El Monte,Los Angeles,626-636-4117,tfrankel@aol.com,A00229
914-654-1426,Alaine,Bergesen,NY,10.0,10701,2021-1-7,3,1250,0.0,6500,7750.0,True,False,False,True,2021,USD,7667 S Hulen St,Westborough,Westchester,914-300-9193,alaine_bergesen@cox.net,A00230
214-785-6750,Earleen,Mai,TX,6.0,75227,2021-5-20,3,1350,0.0,2500,3850.0,True,False,False,False,2021,USD,5684 S Withlapopka Dr #32,Dallas,Dallas,214-289-1973,earleen_mai@cox.net,A00231
228-432-4635,Leonida,Gobern,MS,1.0,39530,2021-4-12,1,710,0.0,3500,4210.0,True,False,False,False,2021,USD,5 Elmwood Park Blvd,Biloxi,Harrison,228-235-5615,leonida@gobern.org,A00232
305-287-4743,Ressie,Evans,FL,29.0,33134,2021-11-20,2,1020,0.0,4500,5520.0,True,False,False,False,2021,USD,23 Palo Alto Sq,Miami,Miami-Dade,305-604-8981,ressie.evans@yahoo.com,A00233
212-311-6377,Justine,Mugnolo,NY,32.0,10048,2021-6-29,1,790,0.0,6500,7290.0,True,False,True,False,2021,USD,8062 E Main St,New York,New York,212-304-9225,jmugnolo@yahoo.com,A00234
201-365-8698,Eladia,Saulter,NJ,19.0,7446,2021-4-15,3,910,0.85,6500,8183.5,True,True,False,True,2021,USD,3958 S Dupont Hwy #7,Ramsey,Bergen,201-474-4924,eladia@saulter.com,A00235
734-408-8174,Chaya,Malvin,MI,3.0,48103,2021-1-28,3,1150,0.0,4500,5650.0,True,False,False,True,2021,USD,560 Civic Center Dr,Ann Arbor,Washtenaw,734-928-5182,chaya@malvin.com,A00236
631-295-9879,Gwenn,Suffield,NY,19.0,11729,2021-11-22,1,1100,0.85,2500,4535.0,True,True,False,False,2021,USD,3270 Dequindre Rd,Deer Park,Suffolk,631-258-6558,gwenn_suffield@suffield.org,A00237
330-618-2579,Salena,Karpel,OH,9.0,44707,2021-4-3,1,720,0.85,6500,7832.0,True,True,True,True,2021,USD,837 Garfield Ave #7,Canton,Stark,330-791-8557,skarpel@cox.net,A00238
203-840-8634,Sima,Smith,CT,3.0,6511,2021-11-27,2,1470,0.0,6500,7970.0,True,False,True,True,2021,USD,9122 Carpenter Ave,New Haven,New Haven,203-506-4706,sima_smith@yahoo.com,A00239
703-938-7939,Taryn,Moyd,VA,4.0,22030,2021-6-13,2,610,0.0,5500,6110.0,False,False,True,True,2021,USD,648 Lenox St,Fairfax,Fairfax City,703-322-4041,taryn.moyd@hotmail.com,A00240
978-679-7429,Katina,Polidori,MA,1.0,1887,2021-2-2,1,1140,0.0,4500,5640.0,True,False,True,False,2021,USD,557 Little River Ave,Wilmington,Middlesex,978-626-2978,katina_polidori@aol.com,A00241
419-313-5571,Rickie,Plumer,OH,16.0,43613,2021-9-16,3,550,0.0,5500,6050.0,True,False,False,False,2021,USD,8 Groesbeck Hwy,Toledo,Lucas,419-693-1334,rickie.plumer@aol.com,A00242
253-875-9222,Alex,Ford,WA,4.0,98409,2021-11-3,1,780,0.85,2500,3943.0,True,True,False,True,2021,USD,3789 Henry St,Tacoma,Pierce,253-660-7821,alex@fordcom,A00243
916-289-4526,Lashon,Vizarro,CA,8.5,95661,2021-9-1,2,1430,0.0,5500,6930.0,True,False,False,True,2021,USD,433 Westminster Blvd #590,Roseville,Placer,916-741-7884,lashon@aol.com,A00244
307-453-7589,Lauran,Burns,WY,4.0,82501,2021-7-13,3,1060,0.85,3500,5461.0,True,True,True,False,2021,USD,6697 Park Pl #3224,Riverton,Fremont,307-342-7795,lburns@yahoo.com,A00245
207-297-5029,Ceola,Setter,ME,1.0,4864,2021-8-21,2,1030,0.0,6500,7530.0,True,False,False,True,2021,USD,6263 Greenwood Pl,Warren,Knox,207-627-7565,ceola.setter@setter.org,A00246
215-647-2158,Lora,Rider,PA,11.0,18954,2021-5-15,1,1340,0.0,4500,5840.0,True,False,True,True,2021,USD,345 Mcarthur Ln,Richboro,Bucks,215-491-5633,lorar@hotmail.com,A00247
813-863-6467,Wolf,Edison,FL,7.0,33614,2021-11-28,1,1420,0.0,4500,5920.0,True,False,False,True,2021,USD,8 Fair Lawn Ave,Tampa,Hillsborough,813-769-2939,wolfe@worlds.com,A00248
619-695-8086,Peggie,Sturiale,CA,30.0,92020,2021-6-25,3,1140,0.85,3500,5609.0,True,True,True,True,2021,USD,14 Fairbanks St,El Cajon,San Diego,619-608-1763,peggie@cox.net,A00249
979-809-5770,Marvel,Raymo,TX,36.5,77840,2021-2-25,2,790,0.0,2500,3290.0,True,False,False,True,2021,USD, 356 Vanowen St,College Station,Brazos,979-718-8968,mraymo@yahoo.com,A00250
847-265-6609,John,Dinos,IL,17.0,60035,2021-5-23,2,590,0.0,3500,4090.0,False,False,False,True,2021,USD,378 Waterloo Geneva Rd,Highland Park,Lake,847-233-3075,dinosj@cox.net,A00251
609-854-7156,Anna,Fritz,NJ,5.0,8401,2021-4-20,2,1460,0.85,4500,7201.0,True,True,False,True,2021,USD,506 S Hacienda Dr,Atlantic City,Atlantic,609-228-5265,anna_fritz@hotmail.com,A00252
