customer_id,First_Name,last_name,address,City,county,state,ZIP,customer_phone,Fax_Number,currency,Customer_Email,Rental_ID,Weekly_Rate,Parking,Pool_Access,Repeat_Customer,Bedrooms,MGMT_Discount,Date,total_sale
A00448,Donald,Alvarado,2921 Stranden Rd,Baltimore,Baltimore,MD,21230,403-426-0936,494-757-8440,USA,donald_alv@gmail.com,0,1020,True,False,False,2,False,2022-6-20,5500
A00449,Iris,Campbell,222 E 3rd St,Charlotte,Mecklenburg,NC,28202,327-887-5941,344-548-2646,USA,iris49@gmail.com,0,1430,True,True,False,1,False,2022-6-11,2500
A00450,Lea,Pittman,4800 S Tryon St,Charlotte,Mecklenburg,NC,28217,664-378-7149,927-253-7911,USA,lea_pittman@hotmail.com,0,910,True,False,True,3,True,2022-6-15,5500
D00448,Charlene,Hamilton,985 E 6th Ave,Santa Rosa,Sonoma,CA,95407,707-300-1771,327-551-5941,USD,charlene.hamilton@hotmail.com,0,1470,True,False,False,3,False,2022-1-14,6500
D00449,Geoffrey,Smith,7 West Ave #1,Palatine,Cook,IL,60067,847-222-1734,327-887-5941,USD,geoffrey@gmail.com,0,1630,True,True,False,2,False,2022-1-27,2500
D00450,Stevie,Westerbeck,26659 N 13th St,Costa Mesa,Orange,CA,92626,949-867-4077,327-887-7441,None,stevie.westerbeck@yahoo.com,0,760,True,True,False,2,False,2022-1-8   ,5500
D00451,Pamella,Fortino,669 Packerland Dr #1438,Denver,Denver,CO,80212,303-404-2210,327-887-6641,USA,pamella@fortino.com,0,1170,True,False,True,1,False,2022-2-13,4500
D00452,Harrison,Haufler,759 Eldora St,New Haven,New Haven,CT,6515,203-801-6193,327-333-5941,USD,hhaufler@hotmail.com,0,1090,True,True,True,2,False,2022-12-2,6500
D00453,Johnna,Engelberg,5 S Colorado Blvd,Bothell,Snohomish,WA,98021,425-986-7573,388-887-5941,USD,jengelberg@engelberg.org,0,880,False,False,True,2,False,2022-2-17,5500
D00454,Buddy,Cloney,944 Gaither Dr,Strongsville,Cuyahoga,OH,44136,440-989-5826,478-087-5941,None,buddy.cloney@yahoo.com,0,1270,True,False,True,3,False,2022-2-9,2500
D00455,Dalene,Riden,66552 Malone Rd,Plaistow,Rockingham,NH,3865,603-315-6839,327-087-7741,USD,dalene.riden@aol.com,0,1510,True,True,True,1,False,2022-12-5,6500
D00456,Jerry,Zurcher,77 Massillon Rd #822,Satellite Beach,Brevard,FL,32937,321-518-5938,300-867-5941,USD,jzurcher@zurcher.org,0,1310,True,True,True,3,False,2022-2-16,4500
D00457,Haydee,Denooyer,25346 New Rd,New York,New York,NY,10016,212-792-8658,327-012-5941,USD,hdenooyer@denooyer.org,0,1020,True,True,False,1,False,2022-2-6,6500
D00458,Joseph,Cryer,60 Fillmore Ave,Huntington Beach,Orange,CA,92647,714-584-2237,327-887-5141,USD,joseph_cryer@cox.net,0,1180,True,True,False,2,False,2022-2-13,6500
D00459,Deonna,Kippley,57 Haven Ave #90,Southfield,Oakland,MI,48075,248-913-4677,307-877-5941,USD,deonna_kippley@hotmail.com,0,1050,True,True,False,2,False,2022-2-9,4500
D00460,Raymon,Calvaresi,6538 E Pomona St #60,Indianapolis,Marion,IN,46222,317-825-4724,327-800-5941,USD,raymon.calvaresi@gmail.com,0,1190,True,False,False,2,True,2022-2-27,5500
D00461,Alecia,Bubash,6535 Joyce St,Wichita Falls,Wichita,TX,76301,940-276-7922,327-811-5941,USD,alecia@aol.com,0,1070,True,False,True,1,False,2022-2-21,6500
D00462,Marta,Layous,78112 Morris Ave,North Haven,New Haven,CT,6473,203-721-3388,388-887-5941,USD,mlayous@hotmail.com,0,1650,True,True,False,1,True,2022-2-22,5500
D00463,Detra,Coyier,96950 Hidden Ln,Aberdeen,Harford,MD,21001,410-739-9543,370-887-2941,USD,detra@aol.com,0,1540,True,False,False,1,False,2022-2-4,3500
D00464,Terrilyn,Rodeigues,3718 S Main St,New Orleans,Orleans,LA,70130,504-463-4384,555-887-5941,USD,terrilyn.rodeigues@cox.net,0,1320,True,False,False,2,False,2022-2-4,2500
D00465,Salome,Lacovara,9677 Commerce Dr,Richmond,Richmond City,VA,23219,804-550-5097,388-087-5731,USD,slacovara@gmail.com,0,1180,True,False,True,1,False,2022-2-25,3500
D00466,Garry,Keetch,5 Green Pond Rd #4,Southampton,Bucks,PA,18966,215-979-8776,326-410-5941,USD,garry_keetch@hotmail.com,0,1630,True,True,False,2,False,2022-2-27,2500
D00467,Matthew,Neither,636 Commerce Dr #42,Shakopee,Scott,MN,55379,952-651-7597,327-777-594,USD,1mneither@yahoo.com,0,820,False,False,False,2,True,2022-2-24,3500
D00468,Theodora,Restrepo,42744 Hamann Industrial Pky #82,Miami,Miami-Dade,FL,33136,305-936-8226,327-887-4341,USD,theodora.res@restrepo.com,0,1060,True,False,True,2,True,2022-2-12,5500
D00469,Noah,Kalafatis,1950 5th Ave,Milwaukee,Milwaukee,WI,53209,414-263-5287,660-737-5941,USD,noah.kalafatis@aol.com,0,1220,True,True,False,1,False,2022-2-24,2500
D00470,Carmen,Sweigard,61304 N French Rd,Somerset,Somerset,NJ,8873,732-941-2621,327-333-0941,USD,csweigard@sweigard.com,0,1560,True,True,False,1,False,2022-2-4,3500
D00471,Lavonda,Henges,87 Imperial Ct #79,Fargo,Cass,ND,58102,701-898-2154,327-555-5941,USD,lavonda@cox.net,0,1190,True,False,True,3,True,2022-2-2,5500
A00451,Edgar,Gallagher,121 Mcmechen St,Baltimore,Baltimore,MD,21210,439-664-8344,645-537-2262,None,edgar_gal@hotmail.com,0,1470,True,True,False,2,False,2022-6-1,6500
A00451,Edgar,Gallagher,121 Mcmechen St,Baltimore,Baltimore,MD,21210,439-664-8344,645-537-2262,None,edgar_gal@hotmail.com,0,1470,True,True,False,2,False,2022-6-1,6500
