customer_id,First_Name,last_name,address,City,county,state,ZIP,customer_phone,Fax_Number, Customer_Email,Rental_ID,Weekly_Rate,Parking,Pool_Access,Repeat_Customer,Bedrooms,MGMT_Discount,Date
A00153,Cheryl,Haroldson,92 Main St,Atlantic City,Atlantic,NJ,08401,609-518-7697,609-263-9243,cheryl@haroldson.org,23,1430,True,False,True,1,False,2021-10-16
A00154,Laticia,Merced,72 Mannix Dr,Cincinnati,Hamilton,OH,45203,513-508-7371,513-418-1566,lmerced@gmail.com,98,690,True,False,False,2,False,2021-11-1
A00155,Carissa,Batman,2270 Caton Center Dr,Eugene,Lane,OR,97401,541-326-4074,541-801-5717,carissa.batman@yahoo.com,22,1420,True,False,False,2,False,2021-1-14
A00156,Lezlie,Navaro,749 W 18th St #45,Smithfield,Johnston,NC,27577,919-533-3762,919-885-2453,lezlie_navaro@aol.com,22,1100,True,False,False,3,True,2021-4-7
A00157,Ozell,Shealy,812 Industry Ln,New York,New York,NY,10002,212-332-8435,212-880-8865,oshealy@hotmail.com,45,1220,True,True,True,2,True,2021-7-24
A00158,Arminda,Parvis,521 Huntwood Ave,Phoenix,Maricopa,AZ,85017,602-906-9419,602-277-3025,arminda@hotmail.com,23,1430,True,True,True,2,False,2021-4-15
A00159,Reita,Leto,5262 N French Rd,Indianapolis,Marion,IN,46240,317-234-1135,317-787-5514,reita.leto@gmail.com,22,740,False,False,False,3,False,2021-1-25
A00160,Yolando,Luczki,422 E 21st St,Syracuse,Onondaga,NY,13214,315-304-4759,315-640-6357,yolando@cox.net,56,1470,True,False,False,2,False,2021-10-23
A00161,Lizette,Stem,501 N 19th Ave,Cherry Hill,Camden,NJ,08002,856-487-5412,856-702-3676,lizette.stem@aol.com,56,890,True,False,False,1,True,2021-1-1
A00162,Gregoria,Pawalo,455 N Main Ave,Garden City,Nassau,NY,11530,516-212-1915,516-376-4230,gpawalo@yahoo.com,87,1120,True,True,True,2,True,2021-3-5
A00163,Carin,Deleo,1844 Southern Blvd,Little Rock,Pulaski,AR,72202,501-308-1040,501-409-6072,cdeleo@deleo.com,63,950,True,True,True,3,True,2021-5-22
A00164,Chantell,Katz,2023 Greg St,Saint Paul,Ramsey,MN,55101,651-591-2583,651-776-9688,katzch@yahoo.com,63,870,True,False,True,3,False,2021-8-21
A00165,Dierdre,King,63381 Jenks Ave,Philadelphia,Philadelphia,PA,19134,215-325-3042,215-346-4666,king.d@yahoo.com,32,1020,True,False,False,3,False,2021-10-16
A00166,Larae,Gudroe,651 Municipal Rd,Houma,Terrebonne,LA,70360,985-890-7262,985-261-5783,larae_gudroe@gmail.com,22,510,False,True,True,1,False,2021-5-20
A00167,Latrice,Van,481 Norris Ave #525,Ronkonkoma,Suffolk,NY,11779,631-957-7624,631-998-2102,latrice_van@hotmail.com,23,500,True,False,False,1,False,2021-2-25
A00168,Kerry,Nelson,6916 W Main St,Sacramento,Sacramento,CA,95827,916-591-3277,916-770-7448,kerry.nelson@gmail.com,87,1100,True,False,True,2,True,2021-1-22
A00169,Dorthy,Poletto,9635 S Main St,Boise,Ada,ID,83704,208-649-2373,208-690-3315,dorthy_poletto@yahoo.com,32,1470,True,True,True,1,False,2021-9-18
A00170,Fannie,Lungren,237 Coldwell St,Round Rock,Williamson,TX,78664,512-587-5746,512-528-9933,fannie.lungren@yahoo.com,56,830,True,False,False,1,True,2021-7-15
A00171,Evangelina,Radde,992 Civic Center Dr,Philadelphia,Philadelphia,PA,19123,215-964-3284,215-417-5612,evangelina@aol.com,87,1470,True,True,True,1,False,2021-2-28
A00172,Novella,Degroot,303 N Radcliffe St,Hilo,Hawaii,HI,96720,808-477-4775,808-746-1865,novella_degroot@degroot.org,63,1060,True,False,False,3,False,2021-8-20
A00173,Clay,Hoa,73 Saint Ann St #86,Reno,Washoe,NV,89502,775-501-8109,775-848-9135,choa@hoa.org,22,850,False,False,False,3,True,2021-1-26
A00174,Jennifer,Fallick,44 58th St,Wheeling,Cook,IL,60090,847-979-9545,847-800-3054,jfallick@yahoo.com,45,1420,True,True,True,3,False,2021-2-11
A00175,Irma,Wolfgramm,9745 W Main St,Randolph,Morris,NJ,07869,973-545-7355,973-868-8660,irma.wolfgramm@hotmail.com,63,580,True,True,True,3,True,2021-10-27
A00176,Eun,Coody,84 Bloomfield Ave,Spartanburg,Spartanburg,SC,29301,864-256-3620,864-594-4578,eun@yahoo.com,87,1420,True,False,False,1,False,2021-1-20
A00177,Sylvia,Berg,287 Youngstown Warren Rd,Hampstead,Carroll,MD,21074,410-209-9545,410-863-8263,sylvia_berg@aol,22,800,True,False,False,3,False,2021-11-12
A00178,Nana,Wrinkles,87 Van Buren St,Mount Vernon,Westchester,NY,10553,914-855-2115,914-796-3775,nana@aol.com,63,870,True,True,False,1,True,2021-2-28
A00179,Layla,Springe,229 N Forty Driv,New York,New York,NY,10011,212-260-3151,212-253-7448,layla.springe@cox.net,23,920,False,True,False,3,False,2021-4-11
A00180,Joesph,Degonia,2887 Knowlton St #5435,Berkeley,Alameda,CA,94710,510-677-9785,510-942-5916,joesph_degonia@degonia.org,63,860,False,False,False,1,False,2021-3-14
A00181,Annabelle,Haber,523 Marquette Ave,Concord,Middlesex,MA,01742,978-697-6263,978-289-7717,annabelle.haber@cox.net,22,1010,True,False,False,3,True,2021-5-9
A00182,Stephaine,Vinning,3717 Hamann Industrial Pky,San Francisco,San Francisco,CA,94104,415-767-6596,415-712-9530,stephaine@cox.net,32,1430,True,False,False,3,False,2021-8-14
A00183,Nelida,Sawchuk,1620 Union Blvd,Saint Louis,Saint Louis,MO,63113,201-971-1638,201-247-8925,nelida@gmail.com,56,1150,True,False,False,1,True,2021-2-4
A00184,Marguerita,Hiatt,82 N Highway 67,Oakley,Contra Costa,CA,94561,925-634-7158,925-541-8521,marguerita.hiatt@gmail.com,98,910,True,False,True,1,True,2021-1-4
A00185,Carmela,Spark,123 Murfreesboro Rd,Chicago,Cook,IL,60623,773-494-4195,773-297-9391,spark-carmela@yahoo.com,63,630,False,False,True,2,False,2021-4-16
A00186,Junita,Brideau,28 Broadway St,Cedar Grove,Essex,NJ,07009,973-943-3423,973-582-5469,jbrideau@aol.com,22,870,True,False,False,1,False,2021-6-8
A00187,Claribel,Varriano,34 Harry L Dr #6327,Perrysburg,Wood,OH,43551,419-544-4900,419-573-2033,claribel_varriano@cox.net,98,650,False,True,True,2,True,2021-7-16
A00188,Benton,Skursky,7939 Porter Ave,Gardena,Los Angeles,CA,90248,310-579-2907,310-694-8466,benton.skursky@aol.com,63,820,False,False,False,3,False,2021-7-5
A00189,Hillary,Skulski,9 Wales Rd Ne #914,Homosassa,Citrus,FL,34448,352-242-2570,352-990-5946,hillary.skulski@aol.com,56,850,False,False,False,2,False,2021-2-27
A00190,Merilyn,Bayless,20 Fleetwood Av,Santa Clara,Santa Clara,CA,95054,408-758-5015,408-346-2180,merilyn_bayless@cox.net,87,810,False,False,False,1,True,2021-8-18
A00185,Carmela,Spark,123 Murfreesboro Rd,Chicago,Cook,IL,60623,773-494-4195,773-297-9391,spark-carmela@yahoo.com,63,630,False,False,True,2,False,2021-4-16
A00191,Teri,Ennaco,99 Tank Farm Rd,Hazleton,Luzerne,PA,18201,570-889-5187,570-355-1665,tennaco@gmail.com,63,1480,True,False,True,1,True,2021-10-24
A00192,Merlyn,Lawler,4671 Alemany Blvd,Jersey City,Hudson,NJ,07304,201-588-7810,201-858-9960,merlyn_lawler@hotmail.com,87,1070,True,True,True,2,False,2021-10-2
A00193,Georgene,Zuma,98 University Dr,San Ramon,Contra Costa,CA,94583,925-615-5185,925-943-3449,gzuma@cox.net,23,870,False,True,False,2,False,2021-8-4
A00194,Jettie,Mconnell,50 E Wacker Dr,Bridgewater,Somerset,NJ,08807,908-802-3564,908-602-5258,jmconnell@hotmail.com,87,1430,True,True,True,2,False,2021-8-22
A00195,Lemuel,Latzke,70 Euclid Ave 722,Bohemia,Suffolk,NY,11716,631-748-6479,631-291-4976,lemuel.latzke@gmail.com,98,1480,True,True,True,1,False,2021-9-8
A00196,Melodie,Knipp,326 E Main St 6496,Thousand Oaks,Ventura,CA,91362,805-690-1682,805-810-8964,mknipp@gmail.com,56,670,False,True,True,1,False,2021-10-2
A00197,Candida,Corbley,406 Main St,Somerville,Somerset,NJ,08876,908-275-8357,908-943-6103,candida_corbley@hotmail.com,63,840,True,True,True,3,False,2021-8-21
A00198,Karan,Karpin,43 Elmwood Dr,Beaverton,Washington,OR,97005,503-940-8327,503-707-5812,karan_karpin@gmail.com,22,580,False,True,False,3,False,2021-9-17
A00199,Andra,Scheyer,473 Church St,Salem,Marion,OR,97302,503-516-2189,503-950-3068,andra@gmail.com,63,880,True,True,True,1,False,2021-4-19
A00200,Felicidad,Poullion,939 N 14th St,Riverton,Burlington,NJ,08077,856-305-9731,856-828-6021,fpoullion@poullion.com,56,1180,True,False,False,2,False,2021-2-8
A00201,Belen,Strassner,5384 Southwyck Blvd,Douglasville,Douglas,GA,30135,770-507-8791,770-802-4003,belen_strassner@aol.com,32,650,False,False,True,3,False,2021-4-19
A00202,Gracia,Melnyk,97 Airport Loop Dr,Jacksonville,Duval,FL,32216,904-235-3633,904-627-4341,gracia@melnyk.com,63,760,False,True,False,3,False,2021-7-21
A00203,Jolanda,Hanafan,7855 Nolan Rd,Bangor,Penobscot,ME,04401,207-458-9196,207-233-6185,jhanafan@gmail.com,56,600,False,False,False,1,True,2021-1-18
A00204,Barrett,Toyama,252 N Washington Ave #9,Kennedale,Tarrant,TX,76060,817-765-5781,817-577-6151,barrett.toyama@toyama.org,56,940,False,False,True,3,False,2021-5-19
A00205,Helga,Fredicks,2754 S Ash Ave,Buffalo,Erie,NY,14228,716-752-4114,716-854-9845,helga_fredicks@yahoo.com,22,1330,True,True,False,1,False,2021-11-1
A00206,Ashlyn,Pinilla,703 Beville Rd,Opa Locka,Miami-Dade,FL,33054,305-670-9628,305-857-5489,apinilla@cox.net,23,1290,True,True,False,3,True,2021-4-1
A00207,Fausto,Agramonte,5 Harrison Rd,New York,New York,NY,10038,212-313-1783,212-778-3063,fausto_agramonte@yahoo.com,98,1050,True,False,False,3,False,2021-2-23
A00208,Ronny,Caiafa,73 Southern Blvd,Philadelphia,Philadelphia,PA,19103,215-605-7570,215-511-3531,ronny.caiafa@caiafa.org,32,830,False,False,True,1,False,2021-9-7
A00209,Marge,Limmel,189 Village Park Rd,Crestview,Okaloosa,FL,32536,850-430-1663,850-330-8079,marge@gmail.com,87,1040,True,True,False,3,True,2021-10-23
A00210,Norah,Waymire,35 Middlegate Rd #106,San Francisco,San Francisco,CA,94107,415-306-7897,415-874-2984,norah.waymire@gmail.com,87,590,True,False,False,2,False,2021-5-9
A00211,Aliza,Baltimor,1128 Delaware St,San Jose,Santa Clara,CA,95132,408-504-3552,408-425-1994,aliza@aol.com,98,1160,True,True,True,1,False,2021-1-21
A00212,Mozell,Pelkowski,577 Parade St,San Francisco,San Mateo,CA,94080,650-947-1215,650-960-1069,mpelkowski@pelkowski.org,63,550,False,True,False,2,False,2021-6-29
A00213,Viola,Bitsuie,70 Mechanic St,Northridge,Los Angeles,CA,91325,818-864-4875,818-481-5787,viola@gmail.com,23,760,True,True,True,2,False,2021-11-2
A00214,Franklyn,Emard,4379 Highway 116,Philadelphia,Philadelphia,PA,19103,215-558-8189,215-483-3003,femard@emard.com,22,720,True,False,False,1,False,2021-9-15
A00215,Tom,Konopacki,55 Hawthorne Blvd,Lafayette,Lafayette,LA,70506,337-253-8384,337-774-7564,tom_konopacki@konopacki.org,23,870,False,False,False,1,False,2021-10-17
A00216,Beckie,Silvestrini,7116 Western Ave,Dearborn,Wayne,MI,48126,313-533-4884,313-390-7855,beckie.silvestrini@silvestrini.com,32,1060,True,False,False,3,False,2021-11-22
A00217,Rebecka,Gesick,2026 N Plankinton Ave #3,Austin,Travis,TX,78754,512-213-8574,512-693-8345,rgesick@gesick.org,63,1320,True,True,False,2,False,2021-8-12
A00218,Frederica,Blunt,9586 Main St,Dallas,Dallas,TX,75207,214-428-2285,214-529-1949,frederica_blunt@gmail.com,63,790,True,False,False,3,False,2021-3-7
A00219,Glen,Bartolet,739 Hudson St,Vashon,King,WA,98070,206-697-5796,206-389-1482,glen_bartolet@hotmail.com,23,1090,True,False,True,2,False,2021-3-22
A00220,Freeman,Gochal,383 Gunderman Rd #197,Coatesville,Chester,PA,19320,610-476-3501,610-752-2683,freeman_gochal@aol.com,23,1110,True,False,False,1,False,2021-11-19
A00221,Vincent,Conerly,44 Main St,Philadelphia,Philadelphia,PA,19143,215-372-1718,215-829-4221,vincent_conerly@hotmail.com,56,1200,True,False,False,1,False,2021-11-14
A00222,Rima,Bevelar,2972 Lafayette Ave,Gardena,Los Angeles,CA,90248,310-858-5079,310-499-4200,rima@cox.net,63,1410,True,True,False,1,False,2021-4-10
A00223,Glendora,Sarbacher,2140 Diamond Blvd,Rohnert Park,Sonoma,CA,94928,707-653-8214,707-881-3154,gsarbacher@gmail.com,56,1260,True,False,False,2,False,2021-3-7
A00224,Avery,Steier,93 Redmond Rd #492,Orlando,Orange,FL,32803,407-808-9439,407-945-8566,avery@cox.net,87,510,True,False,True,1,False,2021-9-7
A00225,Cristy,Lother,3989 Portage Av,Escondido,San Diego,CA,92025,760-971-4322,760-465-4762,cristy@lother.com,98,1130,True,True,True,3,True,2021-4-14
A00226,Nicolette,Brossart,654 Midway Rd,Westborough,Worcester,MA,01581,508-837-9230,508-504-6388,nicolette_brossart@brossart.com,23,940,True,True,True,2,True,2021-8-19
A00227,Tracey,Modzelewski,7132 Suset Blvd,Conroe,Montgomery,TX,77301,936-264-9294,936-988-8171,tracey@hotmail.com,23,590,False,False,False,3,False,2021-7-22
A00228,Virgina,Tegarden,755 Harbor Way,Milwaukee,Milwaukee,WI,53226,414-214-8697,414-411-5744,virgina_tegarden@tegarden.com,22,680,False,True,False,1,True,2021-9-28
A00229,Tiera,Frankel,87 Sierra Rd,El Monte,Los Angeles,CA,91731,626-636-4117,626-638-4241,tfrankel@aol.com,98,1380,True,True,True,1,False,2021-8-19
A00230,Alaine,Bergesen,7667 S Hulen St,Westborough,Westchester,NY,10701,914-300-9193,914-654-1426,alaine_bergesen@cox.net,63,1250,True,False,True,3,False,2021-1-7
A00231,Earleen,Mai,5684 S Withlapopka Dr #32,Dallas,Dallas,TX,75227,214-289-1973,214-785-6750,earleen_mai@cox.net,87,1350,True,False,False,3,False,2021-5-20
A00232,Leonida,Gobern,5 Elmwood Park Blvd,Biloxi,Harrison,MS,39530,228-235-5615,228-432-4635,leonida@gobern.org,32,710,True,False,False,1,False,2021-4-12
A00233,Ressie,Evans,23 Palo Alto Sq,Miami,Miami-Dade,FL,33134,305-604-8981,305-287-4743,ressie.evans@yahoo.com,22,1020,True,False,False,2,False,2021-11-20
A00234,Justine,Mugnolo,8062 E Main St,New York,New York,NY,10048,212-304-9225,212-311-6377,jmugnolo@yahoo.com,98,790,True,True,False,1,False,2021-6-29
A00235,Eladia,Saulter,3958 S Dupont Hwy #7,Ramsey,Bergen,NJ,07446,201-474-4924,201-365-8698,eladia@saulter.com,56,910,True,False,True,3,True,2021-4-15
A00236,Chaya,Malvin,560 Civic Center Dr,Ann Arbor,Washtenaw,MI,48103,734-928-5182,734-408-8174,chaya@malvin.com,98,1150,True,False,True,3,False,2021-1-28
A00237,Gwenn,Suffield,3270 Dequindre Rd,Deer Park,Suffolk,NY,11729,631-258-6558,631-295-9879,gwenn_suffield@suffield.org,87,1100,True,False,False,1,True,2021-11-22
A00238,Salena,Karpel,837 Garfield Ave #7,Canton,Stark,OH,44707,330-791-8557,330-618-2579,skarpel@cox.net,23,720,True,True,True,1,True,2021-4-3
A00239,Sima,Smith,9122 Carpenter Ave,New Haven,New Haven,CT,06511,203-506-4706,203-840-8634,sima_smith@yahoo.com,56,1470,True,True,True,2,False,2021-11-27
A00240,Taryn,Moyd,648 Lenox St,Fairfax,Fairfax City,VA,22030,703-322-4041,703-938-7939,taryn.moyd@hotmail.com,56,610,False,True,True,2,False,2021-6-13
A00241,Katina,Polidori,557 Little River Ave,Wilmington,Middlesex,MA,01887,978-626-2978,978-679-7429,katina_polidori@aol.com,32,1140,True,True,False,1,False,2021-2-2
A00242,Rickie,Plumer,8 Groesbeck Hwy,Toledo,Lucas,OH,43613,419-693-1334,419-313-5571,rickie.plumer@aol.com,45,550,True,False,False,3,False,2021-9-16
A00243,Alex,Ford,3789 Henry St,Tacoma,Pierce,WA,98409,253-660-7821,253-875-9222,alex@fordcom,23,780,True,False,True,1,True,2021-11-3
A00244,Lashon,Vizarro,433 Westminster Blvd #590,Roseville,Placer,CA,95661,916-741-7884,916-289-4526,lashon@aol.com,56,1430,True,False,True,2,False,2021-9-1
A00245,Lauran,Burns,6697 Park Pl #3224,Riverton,Fremont,WY,82501,307-342-7795,307-453-7589,lburns@yahoo.com,22,1060,True,True,False,3,True,2021-7-13
A00246,Ceola,Setter,6263 Greenwood Pl,Warren,Knox,ME,04864,207-627-7565,207-297-5029,ceola.setter@setter.org,63,1030,True,False,True,2,False,2021-8-21
A00247,Lora,Rider,345 Mcarthur Ln,Richboro,Bucks,PA,18954,215-491-5633,215-647-2158,lorar@hotmail.com,23,1340,True,True,True,1,False,2021-5-15
A00248,Wolf,Edison,8 Fair Lawn Ave,Tampa,Hillsborough,FL,33614,813-769-2939,813-863-6467,wolfe@worlds.com,45,1420,True,False,True,1,False,2021-11-28
A00249,Peggie,Sturiale,14 Fairbanks St,El Cajon,San Diego,CA,92020,619-608-1763,619-695-8086,peggie@cox.net,98,1140,True,True,True,3,True,2021-6-25
A00250,Marvel,Raymo, 356 Vanowen St,College Station,Brazos,TX,77840,979-718-8968,979-809-5770,mraymo@yahoo.com,45,790,True,False,True,2,False,2021-2-25
A00251,John,Dinos,378 Waterloo Geneva Rd,Highland Park,Lake,IL,60035,847-233-3075,847-265-6609,dinosj@cox.net,22,590,False,False,True,2,False,2021-5-23
A00252,Anna,Fritz,506 S Hacienda Dr,Atlantic City,Atlantic,NJ,08401,609-228-5265,609-854-7156,anna_fritz@hotmail.com,87,1460,True,False,True,2,True,2021-4-20
A00253,Portia,Scales,3732 Sherman Ave,Bridgewater,Somerset,NJ,08807,908-722-7128,908-670-4712,portia.scales@aol.com,32,770,True,False,False,3,False,2021-8-25
A00254,Rhea,Aredondo,5657 Live Oak St,Brooklyn,Kings,NY,11226,718-560-9537,718-280-4183,rhea_aredondo@cox.net,87,1180,True,True,False,1,False,2021-2-20
A00255,Benedict,Sama,4923 Carey Ave,Saint Louis,Saint Louis City,MO,63104,314-787-1588,314-858-4832,bsama@cox.net,63,780,True,False,False,1,False,2021-1-4
A00256,Emma,Arias,3196 S Rider St,Stockton,San Joaquin,CA,95207,209-317-1801,209-242-7022,emma_arias@arias.org,22,930,False,True,True,1,False,2021-1-15
A00257,Ben,Berganza,895 Railway Ave #75,Little Falls,Passaic,NJ,07424,973-936-5095,973-822-8827,ben_berganza@gmail.com,32,1060,True,False,False,3,False,2021-11-16
A00258,Corey,Chapman,1781 NW 95th St,Miami,Miami-Dade,FL,33147,361-494-5907,183-302-9023,chapman.cor@gmail.com,98,1110,True,False,False,3,False,2021-2-27
A00259,Booker,Valencia,999 SW 1st St,Miami,Miami-Dade,FL,33135,419-771-0535,444-234-7610,valencia.bo@lau.edu,22,1150,True,True,True,1,False,2021-5-21
A00260,Renee,Diaz,6161 NW 5th Ct, Miami,Miami-Dade,FL,33127,247-904-9933,779-354-5526,diaz_renee@hotmail.com,32,990,True,False,False,2,False,2021-4-12
A00261,James,Chemel,1802 NW 37th Ave,Miami,Miami-Dade,FL,33125,980- 446-1616,763-289-5931,chemel.james@gmail.com,32,1210,True,False,False,2,True,2021-11-12
A00262,Soveta,Navarro,3196 NW 54th St,Miami,Miami-Dade,FL,33142,344-975-7816,823-731-4592,navarro_soveta@aol.com,63,1070,True,True,False,3,True,2021-8-9
A00263,Betty,Dean,6650 NW 7th Ave,Miami,Miami-Dade,FL,33150,243-422-2713,836-364-2241,dean_betty@psu.edu,45,1300,True,False,False,1,False,2021-9-23
A00264,Joan,Dodson,1599 W Flagler St,Miami,Miami-Dade,FL,33135,437-993-3077,606-203-9476,dodson.joan@yahoo.com,22,950,False,False,False,1,False,2021-10-11
A00265,Kim,Allen,6700 NW 27th Ave,Miami,Miami-Dade,FL,33147,345-469-6962,465-235-8954,allen_kim@gmail.com,56,740,True,True,True,1,True,2021-6-28
A00266,Joan,Duarte,425 NW 27th Ave,Miami,Miami-Dade,FL,33125,468-554-7735,888-224-7414,duarte_joan@wmn.org,23,1470,True,True,False,2,False,2021-5-1
A00267,Ruby,Nixon,1799 NW 28th St,Miami,Miami-Dade,FL,33142,846-239-3164,606-203-9476,nixon@gmail.com,23,1050,True,True,True,1,False,2021-4-13
A00268,Pete,Franklin,350 NW 13th St,Miami,Miami-Dade,FL,33136,438-710-3997,385-948-9243,franklin.p@hotmail.com,45,1060,True,True,True,3,False,2021-6-6
A00269,Veronika,Ledecky,1799 NW 35th St,Miami,Miami-Dade,FL,33142,446-923-5599,888-229-8406,ledecky.veron@sru.edu,98,1430,True,True,False,1,False,2021-2-11
A00270,Jordon,Lam,1800 SW 21st Ave,Miami,Miami-Dade,FL,33145,291-566-9277,606-229-7675,lam_jordon@aol.com,63,890,True,True,False,2,False,2021-4-16
A00271,Logan,Blair,2801 NW 27th St,Oklahoma City,Oklahoma,OK,73107,327-999-6869,765-973-0462,blair_logan@yahoo.com,98,1460,True,True,False,1,False,2021-11-7
A00272,Armen,Spark,34 Murfreesboro Rd,Chicago,Cook,IL,60623,264-494-4195,730-297-9391,spark_armena@yahoo.com,23,1240,True,False,True,2,False,2021-4-9
A00273,Carey,Dopico,393 E Highland Rd,Indianapolis,Marion,IN,46220,317-578-2453,317-441-5848,carey_dopico@wmn.org,56,620,True,False,False,2,False,2021-10-9
A00274,Rita,Walker,67 E Chestnut Hill Rd,Seattle,King,WA,98133,206-540-6076,206-295-5631,rita_walker@hotmail.com,63,1150,True,False,False,3,False,2021-2-14
A00275,Russell,Covington,444 Brickell Ave,Miami,Miami-Dade,FL,33131,657-501-6547,629-465-1990,covington_ru@hotmail.com,98,750,True,True,False,1,False,2021-5-6
A00276,Roman,Franklin,398 NW North River Dr,Miami,Miami-Dade,FL,33128,721-719-2877,653-937-2433,roman@aol.com,87,650,False,False,True,2,False,2021-3-20
A00277,Chance,Moret,635 N Bayshore Dr,Miami,Miami-Dade,FL,33132,320-652-3428,894-204-8829,@moret_ch@yahoo.com,56,590,False,False,False,3,False,2021-5-7
A00278,Aaron,Staker,2834 N Miami Ave,Miami,Miami-Dade,FL,33127,363-244-2162,800-629-7746,staker_aaron@hotmail.com,32,1220,True,True,True,1,False,2021-9-3
A00279,Andy,Mitchell,162 NE 39th St, Miami,Miami-Dade,FL,33137,818-764-1530,336-477-9453,mitchell_andy@uoc.edu,22,1180,True,False,False,3,True,2021-6-10
A00280,Jennifer,Nicholso,1802 NW 37th Ave, Miami,Miami-Dade,FL,33125,421-552-8475,340-625-1836,nicholso_jen@wmn.org,56,1070,True,False,False,3,True,2021-6-10
A00281,Audry,Urmin,7029 Pioneer Ct,Brandon,Hillsborough,FL,33511,813-797-4816,345-879-0976,audry.urmin@klu.org,87,780,True,False,False,3,True,2021-10-21
A00282,Ida,Washington,2140 N Mitthoeffer Rd,Indianapolis,Marion,IN,46229,858-617-7834,234-256-6172,ida.w@hp.net,98,980,False,True,True,3,False,2021-9-6
A00283,Robby,Hull,6719 W Montgomery Rd,Houston,Harris,TX,77091,760-616-5388,452-864-5791,hull_rob@kmg.edu,45,1340,True,False,False,2,False,2021-7-26
A00284,Alexander,Stokes,2380 W 90th Ave,Denver,Adams,CO,80260,609-373-3332,965-521-7634,stokes_al@aol.com,56,690,True,True,True,3,True,2021-8-21
A00285,Natali,Kidd,601 E. Trade Street,Charlotte,Mecklenburg,NC,28211,401-465-6432,452-987-3670,kidn@hotmail.com,56,1330,True,False,True,3,False,2021-11-18
A00286,Iris,Griffin,2655 E Desert Inn Rd,Las Vegas,Clark,NV,89121,785-347-1805,37-964-8743,griffin_iris@yahool.com,32,740,False,False,True,3,False,2021-9-21
A00287,Lanna,Cross,615 E 13th St,Kansas City,Jackson,MO,64106,916-920-3571,464-873-2038,lanna_cross@aol,32,1140,True,False,True,2,False,2021-10-11
A00288,Elbert,Sampson,130 Peachtree,Atlanta,Fulton,GA,30303,386-248-4118,482-721-3589,sampson.el@gmail.com,63,990,True,True,True,1,False,2021-11-10
A00289,Doyle,Chen,1127 N Shepherd Dr,Houston,Harris,TX,77008,202-646-7516,473-729-2290,chendoy@kmg.edu,87,1460,True,False,False,2,False,2021-4-10
A00290,Jonas,Chambers,8058 S Halsted St,Chicago,Cook,IL,60620,415-423-3294,376-983-2934,chambers_jon@gmail.com,87,760,False,True,True,2,True,2021-9-13
A00291,Annette,Mays,2210 W Taylor St,Chicago,Cook,IL,60661,659-973-1415,844-095-2345,maysane@aol.com,23,1070,True,False,False,3,True,2021-3-1
A00292,Lavern,Vaughan,1881 NW 7th St,Miami,Miami-Dade,FL,33125,350-936-9795,893-984-0943,lavern@yahoo.com,98,1110,True,False,True,1,False,2021-7-26
A00293,Freida,Levine,4230 W Illinois Ave,Dallas,Dallas,TX,75211,240-549-5397,276-839-0273,levie_fre@htp.edu,22,730,False,True,False,2,False,2021-11-2
A00295,Donna,Avila,203 E Little York Rd,Houston,Harris,TX,77076,483-626-9332,265-182-9383,avila_donna@aol.com,32,640,True,True,True,1,False,2021-3-11
A00296,Alma,Medina,2210 E Monte Vista,Phoenix,Maricopa,AZ,85016,518-511-6591,306-412-6633,medina_alma@yahoo.com,45,950,False,True,True,3,False,2021-6-11
A00297,Newton,Donovan,5595 Grand Dr,St Louis,St.Louis,MO,63112,793-231-3799,567-304-5679,donovan@learn.org,56,630,True,True,True,2,True,2021-3-17
A00298,Gina,Sellers,110 N Black Canyon Hwy,Phoenix,Maricopa,AZ,85029,286-679-1652,907-656-9876,sellersg@hotmail.com,45,1250,True,False,True,3,False,2021-7-21
A00299,Eliseo,Charles,4021 Parkside Ave,Philadelphia,Philadelphia,PA,19104,255-306-5075,754-459-2145,charles.eli@htp.edu,32,1390,True,True,False,2,False,2021-9-10
A00300,Alan,Burns,101 E Central Blvd,Orlando,Orange,FL,32801,870-703-0178,872-453-1038,burns_alan@aol.com,32,980,True,False,True,2,True,2021-1-19
A00301,Toby,Taylor,E 7th St,Austin,Travis,TX,78701,422-373-0780,249-347-4232,toby_taylor@gmail.com,00,1280,True,True,False,2,True,2021-4-8
A00302,Adam,Snow,903 San Jacinto Blvd,Austin,Travis,TX,78701,484-683-4265,709-216-6994,adam_s62@yahoo.com,00,1230,True,True,False,2,False,2021-3-9  
A00303,Donald,Alvarado,2921 Stranden Rd,Baltimore,Baltimore,MD,21230,403-426-0936,494-757-8440,donald_alv@gmail.com,00,1020,True,False,False,2,False,2021-11-20
A00304,Iris,Campbell,222 E 3rd St,Charlotte,Mecklenburg,NC,28202,327-887-5941,344-548-2646,iris49@gmail.com,00,1430,True,True,False,1,False,2021-2-11
A00305,Lea,Pittman,4800 S Tryon St,Charlotte,Mecklenburg,NC,28217,664-378-7149,927-253-7911,lea_pittman@hotmail.com,00,910,True,False,True,3,True,2021-4-15
A00306,Edgar,Gallagher,121 Mcmechen St,Baltimore,Baltimore,MD,21210,439-664-8344,645-537-7962,edgar_gal@hotmail.com,00,1470,True,True,False,2,False,2021-5-1
A00294,Krista,Gray,201 Poplar Ave,Memphis,Shelby,TN,38103,781-290-6913,781-934-5215,gray.kris@hotmail.com,63,1120,True,True,True,2,False,2021-7-21
